"","p_pfspd","p_pfsd","p_pdd","p_dd","p_ae","rr","u_pfs","u_pd","u_d","u_ae","c_pfs","c_pd","c_d","c_thx","c_ae","t_qaly_comp","t_qaly_int","t_qaly_d_comp","t_qaly_d_int","t_costs_comp","t_costs_int","t_costs_d_comp","t_costs_d_int","t_ly_comp","t_ly_int","t_ly_d_comp","t_ly_d_int","t_ly_pfs_d_comp","t_ly_pfs_d_int","t_ly_pd_d_comp","t_ly_pd_d_int","t_qaly_pfs_d_comp","t_qaly_pfs_d_int","t_qaly_pd_d_comp","t_qaly_pd_d_int","t_costs_pfs_d_comp","t_costs_pfs_d_int","t_costs_pd_d_comp","t_costs_pd_d_int","t_qaly_ae_int","t_costs_ae_int","inc_ly","inc_qaly","inc_costs"
"1",0.257772304227161,0.0700795875151054,0.166162097628097,1,0.0374224272071654,0.800296327249657,0.733177592803585,0.601120738401522,0,0.0912196463829283,1294.71877950975,2065.06625882138,0,9970.14880334587,472.581878062702,4.32688663621563,4.55642625908015,3.95741680000373,4.15664858266357,12355.0165324113,37914.2367174857,9648.11937770701,31938.866833462,6.74764784183164,7.02714709748551,6.15271645450143,6.39025625010238,1.96045364605162,2.4137080127113,4.19226280844981,3.97654823739108,1.43736068501514,1.7696766304904,2.52005611498859,2.3903856127498,2365.73743127064,25081.5879451401,7282.38194643637,6839.59372739073,0.0034136605766285,17.685160931227,0.237539795600953,0.199231782659842,22290.747455755
"2",0.0917902256784724,0.146251911137848,0.182260345217744,1,0.0691511881401735,0.705447622212388,0.850828827726184,0.382997832190041,0,0.104789579340601,1000.12804752119,2384.31889627197,0,10163.936563266,421.376234663609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.148145789492079,0.0985270559509971,0.154056952054434,1,0.019507790021992,0.736878316152623,0.667541392341619,0.77825813719932,0,0.0771268030892504,631.492453323065,1469.86313065917,0,9805.36490744291,468.175116845788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.213430365922455,0.0668400021416607,0.179679727306917,1,0.078707836294114,0.729682220997966,0.669711909660406,0.541779628790564,0,0.201230082938359,752.755205745891,2043.14122451607,0,10023.0255717051,527.921029933723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.213932232521351,0.0670222017723439,0.201756315866952,1,0.0453442596392035,0.766222053917232,0.855521745626798,0.741432017913153,0,0.165191396955189,991.272844350004,1785.46837291299,0,9977.84843047475,584.002397254388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.153508106123123,0.0608190351272938,0.240916988188148,1,0.0426675136882697,0.76607087016758,0.78537408264307,0.671330135237347,0,0.1649217388099,900.304248487041,1174.33739146955,0,9995.87410165499,497.949341727932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.184736451542891,0.0845598354292585,0.209412498145919,1,0.0450621847853383,0.681956333396286,0.816661820615031,0.632777974971583,0,0.144749477173055,783.614673319765,2066.58357468022,0,10056.3300307352,494.240573902037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.136897519242282,0.0771685514238245,0.174711521437196,1,0.0303360597733751,0.664503926591891,0.764049120476041,0.644383719075377,0,0.0822682607277197,1265.90458531004,2200.58958639845,0,10040.868914182,577.66163397591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.138045921493782,0.133949942972849,0.230940962222327,1,0.0531965176956121,0.825896035823056,0.77797622109695,0.542452203519211,0,0.181616669132342,902.706111047988,1459.30173593739,0,9948.80537406931,311.191739755458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0.10450937368024,0.0717115657952039,0.210290793708588,1,0.0664058657838191,0.68739984261162,0.75215612885787,0.761907825792804,0,0.196624558045165,774.638360584254,1657.72078339097,0,10001.6722647639,529.937629711734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0.144767983126508,0.084817287181012,0.214238996848811,1,0.0108343281964636,0.680979015725986,0.676046093634583,0.639141707795236,0,0.248697385906937,984.329834577592,2111.09511846574,0,9906.33543680568,585.287901917893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0.12881236157757,0.0955017693973156,0.188599891363124,1,0.0645326335310767,0.822335617514561,0.817049628120406,0.507295330378139,0,0.10062594071572,1169.47558804847,2025.47909175049,0,9940.23753386159,398.383647307496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0.154755062248107,0.0854485795574967,0.173449021927854,1,0.0648654047167737,0.741865363449829,0.58674328482834,0.499902201975294,0,0.196150864611585,917.397734877668,1979.73319501192,0,9873.30782375225,513.788344771631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0.176185864985422,0.0811277853551313,0.163236788617904,1,0.0488610786006613,0.84675291633226,0.80420116797282,0.62580600196646,0,0.133790156530355,1181.95298304406,2010.69275014691,0,10017.6039252422,509.109048448306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0.126896455817247,0.144291454386928,0.153065631364619,1,0.0223487263616528,0.683295533090429,0.648651684984695,0.370135661583013,0,0.199121520125087,838.563732330806,1996.24422207094,0,10068.1665504854,719.102693627963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0.14909907534733,0.146363650387273,0.151402502177933,1,0.018732984549208,0.714839023879692,0.878347696092206,0.503759968641231,0,0.0782356747877841,795.618182512416,1355.85279528095,0,9929.98611823678,347.020112421911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0.165649934167779,0.0875620395037969,0.154330301440549,1,0.100652258994298,0.740617986966905,0.675776993399172,0.401141033545499,0,0.0641842801795306,938.669863516711,1829.68237152341,0,9989.67203976057,715.032498787558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0.135542032293186,0.0578284366660636,0.150982269508765,1,0.05776587224958,0.936202208245297,0.735957192749521,0.687661943618051,0,0.138405778282471,1163.88480297908,1450.55952628664,0,10023.7210701053,591.582156800903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0.167660474398371,0.106902664568325,0.228262106805218,1,0.0496518786228145,0.744483730263072,0.718911146067515,0.413287950225362,0,0.237943146151557,948.189548610315,1738.99438940157,0,9918.0276752034,424.476056032115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0.116323986353401,0.0687336415182088,0.176080371113187,1,0.023707451092936,0.719155552964169,0.69469275326836,0.497815403894197,0,0.126980578381852,1169.86830230433,2008.83864678672,0,10255.0362022886,638.11978089061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0.162765545792235,0.0583384672788572,0.251935734690788,1,0.0661327856013767,0.755847671109037,0.73663823292469,0.526044179566824,0,0.222468505818199,908.77871583544,1578.90162838458,0,9914.6551146314,304.316019081506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0.163401487330811,0.0462646061575692,0.220626782745094,1,0.0698316954256892,0.703139019773625,0.727931049988676,0.416626347989954,0,0.132145128122729,645.838327778627,1544.38676146332,0,9988.82474682448,784.37078953257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0.120170926227205,0.0662411115439313,0.140050157176623,1,0.060300469984456,0.744300987710408,0.724653316702257,0.598422208157624,0,0.245972442332553,882.407445386756,2052.09315685707,0,9817.27823471303,427.769275547099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0.0831950325150241,0.0719163490117929,0.211242982908241,1,0.0348508358066266,0.756581223479426,0.789772549502332,0.507602602772027,0,0.173979040424386,1008.73239716785,1924.8146080361,0,9896.65487990168,497.216995867123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0.14037290826746,0.0389914260271004,0.173017148660056,1,0.0240747885667059,0.67879266963564,0.722258135415546,0.649472365314086,0,0.126756178544366,1089.66541937005,2210.90159436553,0,9888.0852301543,457.288565561959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0.174568546841288,0.102032482405683,0.144091496773057,1,0.0181140168633101,0.833323615705213,0.879293694459668,0.402764274313443,0,0.098728517616386,1288.72556608427,1767.03881986501,0,10078.5428751953,537.732609953405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0.0952651987078679,0.119113636875945,0.185830006834868,1,0.0387576536773517,0.768530190135205,0.790581603338258,0.321602339375746,0,0.105273585467619,991.690077549954,2033.85262694095,0,10184.9750742882,440.923096797878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0.156422577481094,0.0636784706827603,0.146868142060552,1,0.0487975328506239,0.675330940581993,0.880710442894192,0.58568091233708,0,0.145196087378683,879.586729895846,1970.10553571343,0,9893.47127939157,642.326165063467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0.133450933380174,0.11069471985243,0.222273027741898,1,0.0811400009552817,0.709812169496556,0.766440122221526,0.829750998889745,0,0.114112132491517,958.818170582082,2204.65995974993,0,9914.31480366739,532.296721371174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",0.162488408193311,0.143498450944059,0.199205112128847,1,0.0625496984570975,0.739545641183105,0.711802944039872,0.423972497180789,0,0.171089230436462,816.96528535267,2090.81980168388,0,10046.4032623546,618.577539041684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0.116350032735772,0.0888622910146927,0.124612354663381,1,0.0526317241685091,0.78491150780926,0.751356910790714,0.505205751329057,0,0.173327210587526,910.911146213423,1354.95688999323,0,9968.82458213902,867.612817602567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0.115603419066105,0.100580652829613,0.192408308696406,1,0.0537054989559017,0.809645626984011,0.788468540430255,0.298147223858355,0,0.223932118956137,1031.72259605248,1325.05310049825,0,10077.640017997,550.262048851062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
